Client ID,Subscription Product,Program Start Date,Date Closed,Status,Client State,Monthly Income,Welcome Call Complete Date
MJE2708001,1,5/1/2015,5/13/2015,Terminated,VA,2375,4/23/2015
AFFQB295991,1,5/22/2015,1/0/1900,Client,MO,2850,4/23/2015
TDK2668332,1,5/10/2015,1/0/1900,Client,NC,2375,4/23/2015
AFFQB295902,0,5/5/2015,4/24/2015,Terminated,NY,1900,4/23/2015
AFFQB295294,0,5/15/2015,1/0/1900,Client,NY,2565,4/23/2015
GLT2707782,0,5/8/2015,1/0/1900,Client,VA,3231.9,4/23/2015
AFFQB296026,1,5/20/2015,1/0/1900,Client,TX,10450,4/23/2015
BAB2708753,0,5/1/2015,5/29/2015,Terminated,CO,1805,4/23/2015
S1L2706434,0,4/30/2015,1/0/1900,Client,CA,4275,4/23/2015
AFFQB295084,1,5/15/2015,1/0/1900,Client,MA,3420,4/23/2015
AFFQB296037,1,5/15/2015,6/10/2015,Terminated,FL,2850,4/23/2015
PJD2704071,1,4/24/2015,1/0/1900,Client,OH,3515,4/22/2015
AFFQB296034,0,5/1/2015,1/0/1900,Client,TX,2375,4/23/2015
AFFQB292571,0,5/15/2015,1/0/1900,Client,MI,2090,4/23/2015
AFFQB293363,0,5/26/2015,1/0/1900,Client,FL,1140,4/23/2015
AFFQB296036,1,5/10/2015,11/17/2015,Terminated,FL,4731,4/23/2015
AFFQB296005,0,5/18/2015,1/0/1900,Client,NC,3790.5,4/23/2015
AFFQB296022,0,5/25/2015,12/8/2015,Terminated,TX,4750,4/23/2015
AFFQB294938,0,5/25/2015,1/0/1900,Client,PA,1377.5,4/23/2015
AFFQB295850,0,5/20/2015,1/0/1900,Client,SD,2831,4/23/2015
AFFQB295988,0,5/11/2015,6/25/2015,Terminated,CA,4275,4/23/2015
DOD2668237,1,4/27/2015,6/22/2015,Terminated,IN,8265,4/23/2015
PJD2708560,0,5/12/2015,1/0/1900,Client,CA,1805,4/23/2015
TAM2709052,1,5/8/2015,1/0/1900,Client,AR,3705,4/23/2015
AFFQB295680,0,5/10/2015,1/0/1900,Client,TX,6840,4/23/2015
AFFQB296078,1,5/5/2015,1/0/1900,Client,SD,2755,4/23/2015
AFFQB296109,0,5/15/2015,11/17/2015,Terminated,MA,2470,4/23/2015
AFFQB295644,0,5/1/2015,1/27/2016,Terminated,NC,3852.25,4/23/2015
R1S2708583,0,5/1/2015,1/0/1900,Client,FL,1615,4/28/2015
BAB2707493,1,5/1/2015,1/0/1900,Client,MI,1330,4/23/2015
AFFQB296092,1,4/28/2015,1/0/1900,Client,NY,2280,4/23/2015
AFFQB295546,0,4/30/2015,10/21/2015,Terminated,TX,855,4/23/2015
TCM2688653,0,5/15/2015,1/0/1900,Client,MI,1668.2,4/23/2015
AFFQB295875,0,5/3/2015,1/0/1900,Client,CA,3040,4/23/2015
AFFQB295891,0,5/15/2015,10/12/2015,Terminated,FL,2375,4/23/2015
AFFQB295809,0,5/15/2015,1/0/1900,Client,AK,2318,4/23/2015
AFFQB295462,0,5/15/2015,1/0/1900,Client,MA,1710,4/23/2015
AFFQB295951,0,5/15/2015,1/0/1900,Client,CA,3040,4/23/2015
AFFQB295913,0,5/15/2015,1/0/1900,Client,NE,570,4/23/2015
AFFQB294712,0,5/15/2015,5/21/2015,Terminated,CA,5462.5,4/23/2015
SDL2702104,0,5/11/2015,11/12/2015,Terminated,CA,1140,4/24/2015
AFFQB295999,0,5/15/2015,1/0/1900,Client,OR,6434.35,4/23/2015
EEA2700264,0,5/1/2015,1/0/1900,Client,CA,6728.85,5/2/2015
AFFQB295794,1,5/15/2015,1/0/1900,Client,MA,2850,4/23/2015
DVJ2703243,1,5/15/2015,1/0/1900,Client,KY,2660,4/23/2015
CZS2705170,1,4/24/2015,4/28/2015,Terminated,VA,5071.1,4/24/2015
AFFQB295333,0,5/21/2015,10/16/2015,Terminated,VA,1140,4/23/2015
AFFQB296144,1,5/17/2015,1/0/1900,Client,TX,1710,4/24/2015
KEM2704232,1,5/8/2015,9/24/2015,Terminated,MD,2850,4/24/2015
AFFQB296079,1,5/15/2015,1/0/1900,Client,CA,4750,4/23/2015
EAD2689993,1,5/1/2015,7/9/2015,Terminated,OH,3135,4/24/2015
MSG2665718,0,5/11/2015,1/0/1900,Client,NC,6333.65,4/24/2015
AFFQB296063,0,5/20/2015,5/15/2015,Rescission,FL,4750,4/23/2015
AFFQB295963,1,5/22/2015,8/5/2015,Terminated,FL,1995,4/23/2015
AFFQB294756,0,5/28/2015,1/0/1900,Client,NY,1995,4/24/2015
MMS2709178,0,5/17/2015,1/0/1900,Client,AL,2090,1/0/1900
AFFQB294257,0,5/25/2015,5/5/2015,Rescission,PA,5700,4/23/2015
DOK2709189,0,5/8/2015,1/0/1900,Client,MO,3040,1/0/1900
AFFQB296054,1,5/22/2015,1/0/1900,Client,NC,2755,4/24/2015
RMT2703896,1,5/1/2015,1/0/1900,Client,TX,1900,4/23/2015
AFFQB295949,1,5/22/2015,5/18/2015,Terminated,LA,760,4/24/2015
TKC2708682,1,5/13/2015,1/0/1900,Client,TX,9.5,4/27/2015
SZS2699945,1,4/30/2015,6/10/2015,Terminated,MO,2090,4/20/2015
AFFQB296126,1,5/1/2015,1/0/1900,Client,CA,3391.5,4/24/2015
TAR2707768,1,5/14/2015,1/0/1900,Client,PA,1425,4/24/2015
SAC2705769,1,5/7/2015,1/0/1900,Client,CA,2660,4/27/2015
SMB2709161,0,5/2/2015,12/14/2015,Terminated,NY,2090,5/5/2015
AFFQB286729,0,5/5/2015,1/0/1900,Client,UT,2375,4/24/2015
DVJ2708864,1,5/1/2015,1/0/1900,Client,VA,2311.35,4/24/2015
IEU2692088,1,4/28/2015,1/0/1900,Client,FL,1140,4/16/2015
S1L2707590,1,5/14/2015,1/0/1900,Client,NE,3325,4/24/2015
AFFQB295898,0,4/30/2015,1/0/1900,Client,NY,8170,4/24/2015
MJV2696450,0,5/15/2015,7/9/2015,Terminated,NE,5252.55,4/29/2015
AFFQB295982,0,5/2/2015,1/0/1900,Client,LA,3800,4/24/2015
S1L2709174,1,5/14/2015,8/18/2015,Terminated,TX,2565,4/24/2015
AFFQB293936,1,5/17/2015,1/0/1900,Client,NY,5510,4/24/2015
AFFQB296160,1,4/30/2015,1/0/1900,Client,NV,3420,4/24/2015
AFFQB296187,1,5/20/2015,1/0/1900,Client,GA,3800,4/24/2015
JRW2683389,0,4/26/2015,1/0/1900,Client,CA,5700,4/16/2015
SKW2683664,0,5/4/2015,2/2/2016,Terminated,OH,1092.5,4/27/2015
AFFQB295274,0,4/30/2015,5/1/2015,Terminated,NY,3800,4/23/2015
BBG2709871,1,5/5/2015,1/0/1900,Client,AZ,3325,4/27/2015
RMS2693410,1,5/15/2015,1/0/1900,Client,CA,950,4/24/2015
AFFQB296184,0,5/1/2015,1/0/1900,Client,FL,1235,4/24/2015
IEU2706623,0,5/4/2015,1/0/1900,Client,TX,1267.3,4/24/2015
AFFQB296191,0,5/1/2015,1/0/1900,Client,VA,3040,4/24/2015
GWL2709989,0,5/8/2015,1/0/1900,Client,AL,1330,4/24/2015
PJD2709861,0,5/15/2015,1/0/1900,Client,CA,1900,4/24/2015
AFFQB296217,1,5/8/2015,1/0/1900,Client,NV,1045,4/24/2015
IEU2693152,1,4/24/2015,1/0/1900,Client,CA,1045,4/24/2015
AFFQB293740,0,5/1/2015,4/27/2015,Rescission,AL,10260,4/13/2015
AFFQB296152,0,5/10/2015,1/0/1900,Client,NY,2736,4/24/2015
AFFQB296243,1,5/15/2015,1/0/1900,Client,CA,2087.15,4/24/2015
AOC2709925,1,5/14/2015,1/0/1900,Client,FL,1995,4/30/2015
PAG2705548,0,5/1/2015,5/1/2015,Rescission,OH,1520,4/24/2015
AFFQB296209,0,5/8/2015,1/0/1900,Client,NY,1900,4/24/2015
LDH2706279,1,5/15/2015,1/0/1900,Client,VA,1282.5,4/24/2015
AFFQB296234,0,5/20/2015,6/3/2015,Terminated,MA,3135,4/24/2015
JLK2709757,1,5/5/2015,1/0/1900,Client,KY,3800,4/24/2015
AFFQB296206,1,5/15/2015,12/9/2015,Terminated,AZ,2812.95,4/24/2015
AFFQB296068,0,5/10/2015,4/28/2015,Rescission,CA,4750,4/24/2015
AFFQB295772,0,5/15/2015,1/0/1900,Client,MA,3040,4/24/2015
GCS2698704,0,6/7/2015,1/0/1900,Client,NC,2280,4/24/2015
AFFQB296244,1,5/22/2015,10/13/2015,Terminated,TX,3990,4/24/2015
AFFQB295804,0,5/22/2015,1/0/1900,Client,ID,1425,4/24/2015
AFFQB296141,1,5/15/2015,1/0/1900,Client,IN,5225,4/24/2015
SKW2703419,1,5/4/2015,5/1/2015,Rescission,OH,296.4,4/27/2015
AFFQB296186,0,5/30/2015,4/27/2015,Rescission,NC,1796.45,4/24/2015
AFFQB294911,1,5/8/2015,1/0/1900,Client,AR,1710,4/24/2015
EEA2683453,1,4/25/2015,1/0/1900,Client,CA,2565,4/28/2015
AFFQB292163,1,5/2/2015,5/4/2015,Terminated,MD,9690,4/24/2015
AFFQB295246,0,5/23/2015,1/0/1900,Client,CA,3087.5,4/24/2015
AFFQB296196,0,5/5/2015,1/0/1900,Client,VA,2185,4/24/2015
AFFQB296231,0,5/12/2015,1/0/1900,Client,TX,1425,4/24/2015
AJG2704708,1,5/14/2015,1/0/1900,Client,FL,2375,4/24/2015
AFFQB295530,1,5/6/2015,1/0/1900,Client,NY,2375,4/21/2015
AOC2709948,1,5/14/2015,1/0/1900,Client,FL,1995,4/30/2015
AFFQB296224,0,5/5/2015,4/29/2015,Rescission,OH,3325,4/24/2015
BBG2708186,0,5/1/2015,1/0/1900,Client,AZ,3230,4/27/2015
AFFQB296256,1,5/5/2015,1/0/1900,Client,NC,4750,4/24/2015
AFFQB296115,0,5/9/2015,9/8/2015,Terminated,NY,3040,4/24/2015
GCS2708646,1,5/15/2015,2/1/2016,Terminated,CA,1520,4/24/2015
AFFQB295879,0,5/4/2015,5/14/2015,Terminated,TX,7600,4/24/2015
CXA2666002,1,5/8/2015,1/0/1900,Client,FL,3040.95,4/28/2015
CXA2709274,0,5/5/2015,4/28/2015,Rescission,NY,2375,1/0/1900
AFFQB296264,1,5/4/2015,1/0/1900,Client,NY,3099.85,4/24/2015
AFFQB295807,1,5/8/2015,5/6/2015,Rescission,NY,1900,4/24/2015
NTA2703524,0,5/22/2015,5/28/2015,Rescission,VA,3800,4/30/2015
KTR2705613,1,5/15/2015,1/0/1900,Client,VA,1235,4/24/2015
TJF2708375,1,5/3/2015,1/0/1900,Client,AR,1607.4,4/24/2015
JBM2691879,0,5/3/2015,1/0/1900,Client,CA,3040,4/24/2015
DSS2701460,1,5/4/2015,1/0/1900,Client,OH,1520,4/24/2015
TAR2699481,1,6/1/2015,1/0/1900,Client,FL,2850,4/28/2015
TRF2699766,1,5/8/2015,1/0/1900,Client,OH,2565,4/24/2015
AFFQB296246,1,5/20/2015,1/0/1900,Client,CA,1235,4/24/2015
CMF2710154,1,5/1/2015,9/18/2015,Terminated,NY,1567.5,4/24/2015
AFFQB296320,0,5/8/2015,1/0/1900,Client,MA,4275,4/24/2015
AFFQB295075,0,5/17/2015,1/0/1900,Client,CA,3325,4/24/2015
AFFQB296114,1,5/7/2015,11/23/2015,Terminated,PA,1187.5,4/24/2015
DOD2710408,1,5/1/2015,10/27/2015,Rescission,NM,4750,4/24/2015
AFFQB296308,0,5/15/2015,6/11/2015,Terminated,MD,3610,4/24/2015
AFFQB295615,0,5/20/2015,1/0/1900,Client,AK,2185,4/24/2015
AFFQB296290,0,5/18/2015,1/0/1900,Client,VA,2850,4/24/2015
AFFQB296061,0,4/30/2015,4/29/2015,Rescission,CA,9500,4/24/2015
NTA2710040,0,5/22/2015,7/28/2015,Terminated,IN,722.95,4/24/2015
WMT2684717,0,5/13/2015,1/0/1900,Client,CA,3245.2,4/24/2015
GCS2709543,0,5/8/2015,1/0/1900,Client,AR,1425,4/30/2015
AFFQB293876,0,4/30/2015,11/30/2015,Terminated,NY,1425,4/24/2015
AFFQB296232,0,5/3/2015,5/6/2015,Terminated,LA,0.95,4/24/2015
AFFQB296303,0,5/3/2015,1/0/1900,Client,TX,3292.7,4/24/2015
AFFQB296132,1,5/4/2015,1/0/1900,Client,TX,3705,4/24/2015
AFFQB295304,0,5/15/2015,1/0/1900,Client,CA,5700,4/25/2015
AFFQB295977,0,5/7/2015,1/0/1900,Client,MI,2470,4/24/2015
AFFQB294626,0,5/15/2015,1/0/1900,Client,NY,3649.9,4/24/2015
AFFQB296094,1,5/25/2015,1/0/1900,Client,IN,1460.15,4/25/2015
AFFQB296242,1,5/1/2015,1/0/1900,Client,PA,1687.2,4/25/2015
GLT2709933,0,5/1/2015,10/27/2015,Rescission,OH,1350.9,4/25/2015
AFFQB296328,1,5/15/2015,1/0/1900,Client,PA,2280,4/24/2015
AFFQB296341,0,5/15/2015,1/0/1900,Client,NY,2375,4/25/2015
AFFQB296172,0,5/18/2015,5/11/2015,Rescission,CA,5541.35,4/24/2015
AFFQB296003,0,5/8/2015,7/15/2015,Terminated,NC,1900,4/25/2015
AFFQB296329,0,5/9/2015,5/1/2015,Rescission,TX,3800,4/25/2015
AFFQB296237,0,5/15/2015,4/28/2015,Terminated,FL,5700,4/27/2015
AFFQB296142,0,5/8/2015,5/6/2015,Rescission,PA,2185,4/27/2015
KKS2688015,1,5/14/2015,1/0/1900,Client,AL,760,5/4/2015
AFFQB296275,0,4/30/2015,9/11/2015,Terminated,TX,2538.4,4/27/2015
FDB2703441,0,5/5/2015,8/26/2015,Terminated,FL,1330,4/27/2015
GCS2712699,1,5/10/2015,10/8/2015,Terminated,NY,2660,4/27/2015
AFFQB296413,0,5/5/2015,1/0/1900,Client,NY,950,4/27/2015
TYD2680318,1,5/14/2015,1/0/1900,Client,MI,3040,4/23/2015
EAD2698551,1,5/14/2015,1/0/1900,Client,VA,2660,5/1/2015
MMS2710502,0,5/12/2015,11/30/2015,Terminated,FL,2375,1/0/1900
AFFQB295995,1,5/15/2015,1/0/1900,Client,TX,1900,4/27/2015
TYD2681894,1,5/1/2015,1/0/1900,Client,IA,2850,4/7/2015
BAB2704048,1,5/1/2015,4/30/2015,Rescission,NY,1520,4/24/2015
CTH2698759,1,5/3/2015,1/0/1900,Client,CA,142.5,4/25/2015
IEU2711338,0,5/14/2015,5/18/2015,Terminated,OK,2565.95,4/27/2015
GCS2689721,1,4/30/2015,1/0/1900,Client,VA,1520,4/27/2015
AFFQB295827,0,5/20/2015,1/0/1900,Client,AL,1520,4/27/2015
KTR2707807,1,5/14/2015,1/0/1900,Client,OH,2564.05,4/27/2015
DOK2708489,1,5/1/2015,1/0/1900,Client,NV,5130,4/25/2015
JOV2694552,1,5/8/2015,1/0/1900,Client,NY,3089.4,4/28/2015
AGT2709890,0,5/13/2015,7/1/2015,Terminated,CA,3610,5/12/2015
SMP2709917,1,5/2/2015,1/0/1900,Client,MT,3610,4/25/2015
PAG2713026,1,5/8/2015,1/0/1900,Client,OH,1045,4/27/2015
SXW2709015,0,6/1/2015,8/31/2015,Terminated,CA,3515,4/27/2015
MJV2707012,1,5/25/2015,1/0/1900,Client,DE,3040,4/27/2015
SMM2703486,1,5/15/2015,1/0/1900,Client,MA,3184.4,4/27/2015
AFFQB296253,1,5/1/2015,1/0/1900,Client,MO,1235,4/27/2015
KTR2713071,0,6/5/2015,6/8/2015,Terminated,TX,1653.95,4/27/2015
AFFQB296299,0,5/8/2015,1/0/1900,Client,CA,2517.5,4/27/2015
AFFQB296289,0,5/8/2015,1/0/1900,Client,TX,4370,4/27/2015
DJG2709467,0,5/7/2015,6/23/2015,Terminated,TX,3166.35,4/28/2015
AFFQB296432,0,6/5/2015,1/0/1900,Client,NY,4085,4/27/2015
AFFQB296475,1,5/1/2015,4/28/2015,Rescission,CA,4750,4/27/2015
AFFQB296251,1,5/24/2015,1/0/1900,Client,PA,7125,4/27/2015
AFFQB296465,1,5/15/2015,1/0/1900,Client,MI,3534,4/27/2015
AFFQB296471,0,5/15/2015,6/10/2015,Terminated,MI,3911.15,4/27/2015
CTH2713234,1,5/15/2015,1/0/1900,Client,MO,6550.25,4/27/2015
AFFQB296411,0,5/20/2015,1/0/1900,Client,FL,3800,4/27/2015
MNG2686077,1,5/5/2015,1/0/1900,Client,AL,12350,5/1/2015
DBN2713122,1,4/28/2015,5/22/2015,Terminated,FL,1900,4/27/2015
DHJ2696752,0,5/15/2015,12/17/2015,Terminated,KY,3040,4/23/2015
DEM2706537,0,5/5/2015,6/2/2015,Terminated,CA,1710,4/27/2015
RTL2707329,1,5/8/2015,11/20/2015,Terminated,PA,1425,4/27/2015
AFFQB285351,1,5/20/2015,1/0/1900,Client,AZ,2850,4/27/2015
TKC2657467,0,5/20/2015,1/0/1900,Client,FL,2090,5/4/2015
JMH2709721,1,5/8/2015,1/0/1900,Client,NY,3230,4/29/2015
ACT2708791,0,4/28/2015,5/18/2015,Terminated,LA,950,4/27/2015
AFFQB296449,1,5/1/2015,1/0/1900,Client,NY,3990,4/27/2015
SOS2708408,1,5/3/2015,1/0/1900,Client,LA,7885,4/27/2015
ALH2702271,1,5/13/2015,1/0/1900,Client,PA,2375,4/24/2015
AFFQB296271,0,5/1/2015,1/0/1900,Client,NC,2470,4/27/2015
RJG2691933,0,4/30/2015,1/0/1900,Client,MN,3990,5/1/2015
BZB2712767,1,5/14/2015,1/0/1900,Client,CA,1045,4/27/2015
CZS2709875,1,5/14/2015,1/0/1900,Client,NY,517.75,4/27/2015
AFFQB295154,0,5/15/2015,4/30/2015,Terminated,UT,3325,4/27/2015
CAC2667042,1,5/15/2015,1/0/1900,Client,MN,1900,5/4/2015
AFFQB296219,0,5/5/2015,1/0/1900,Client,CA,3895,4/27/2015
SKW2676140,0,4/30/2015,9/3/2015,Terminated,MI,1045,4/27/2015
AFFQB296492,0,5/22/2015,1/0/1900,Client,NY,2462.4,4/27/2015
JCK2713501,0,5/7/2015,6/8/2015,Terminated,CA,1710,4/27/2015
TYD2699655,1,5/5/2015,1/0/1900,Client,TX,3895,4/27/2015
AFFQB292977,0,5/15/2015,1/0/1900,Client,OK,5700,4/27/2015
TAM2712366,1,5/8/2015,1/0/1900,Client,TX,760,4/27/2015
AFFQB296181,1,5/17/2015,6/15/2015,Terminated,VA,1900,4/27/2015
TKC2707365,1,4/30/2015,1/0/1900,Client,NY,3230,4/23/2015
AFFQB296382,0,5/5/2015,1/0/1900,Client,AL,2185.95,4/27/2015
KKS2710277,1,5/1/2015,1/0/1900,Client,ID,2850,4/27/2015
AFFQB296476,0,5/15/2015,1/0/1900,Client,AL,2755,4/27/2015
CWF2694038,0,5/8/2015,1/0/1900,Client,NM,6365,4/27/2015
RTL2708716,1,5/11/2015,6/9/2015,Terminated,CO,1425,4/27/2015
TAR2711800,1,5/14/2015,1/0/1900,Client,CA,2185,4/27/2015
IEU2713231,1,5/1/2015,5/19/2015,Terminated,TN,4402.3,4/27/2015
TAR2698849,1,5/8/2015,1/0/1900,Client,MN,950,4/28/2015
CZS2713351,0,5/5/2015,1/0/1900,Client,CA,3325,4/28/2015
AFFQB296292,0,5/15/2015,1/0/1900,Client,FL,1900,4/27/2015
AFFQB293864,1,5/13/2015,1/0/1900,Client,OH,3040,4/27/2015
AFFQB296536,0,5/18/2015,1/11/2016,Terminated,NY,2687.55,4/27/2015
AFFQB296389,0,5/8/2015,1/0/1900,Client,FL,1330,4/27/2015
GWL2710909,1,5/4/2015,1/0/1900,Client,TX,1615,4/27/2015
SMB2713465,0,5/9/2015,1/0/1900,Client,NY,3420,4/30/2015
AFFQB296600,0,5/22/2015,1/0/1900,Client,FL,1046.9,4/27/2015
AFFQB291488,0,4/30/2015,6/29/2015,Terminated,CA,3230,4/27/2015
AFFQB296139,0,5/22/2015,1/0/1900,Client,OH,950,4/24/2015
AFFQB296066,1,5/23/2015,1/0/1900,Client,NY,3800,4/24/2015
AFFQB296133,1,5/25/2015,1/0/1900,Client,NY,5510,4/24/2015
ACT2700164,1,5/8/2015,1/0/1900,Client,AZ,3800,4/28/2015
IEU2702884,0,5/1/2015,1/0/1900,Client,LA,1995,4/27/2015
AFFQB296643,0,5/25/2015,1/0/1900,Client,NY,4275,4/27/2015
AFFQB296335,0,5/23/2015,1/0/1900,Client,CA,2850,4/25/2015
AFFQB293003,0,5/1/2015,11/17/2015,Terminated,CA,5624,4/27/2015
AFFQB293961,0,4/30/2015,1/0/1900,Client,GA,1477.25,4/27/2015
AFFQB296676,1,5/14/2015,1/0/1900,Client,CA,1330,4/27/2015
AFFQB296309,0,5/15/2015,1/0/1900,Client,TX,3800,4/27/2015
AFFQB294568,0,4/30/2015,1/0/1900,Client,CA,3420,4/17/2015
BAB2670394,0,5/1/2015,1/0/1900,Client,NV,1140,4/28/2015
AFFQB296611,0,4/30/2015,1/0/1900,Client,PA,3325,4/27/2015
AFFQB296657,1,5/4/2015,7/8/2015,Terminated,PA,1520,4/27/2015
AFFQB294672,0,5/15/2015,5/13/2015,Terminated,NC,5700,4/25/2015
AFFQB296331,0,5/15/2015,7/30/2015,Terminated,FL,2755,4/25/2015
AFFQB296603,0,5/15/2015,1/0/1900,Client,CA,950,4/27/2015
SMP2690066,1,5/6/2015,1/0/1900,Client,NC,1900,4/27/2015
AFFQB295582,1,5/29/2015,1/0/1900,Client,CA,3800,4/27/2015
SXW2631508,1,5/1/2015,1/0/1900,Client,TX,4560,4/27/2015
AFFQB295662,0,5/25/2015,11/23/2015,Terminated,PA,6745,4/25/2015
AFFQB296563,1,4/30/2015,1/0/1900,Client,MI,1710,4/27/2015
AFFQB295551,1,5/15/2015,1/0/1900,Client,MA,2375,4/25/2015
SMB2709646,1,5/1/2015,10/14/2015,Terminated,PA,3040,4/27/2015
AFFQB296283,0,5/1/2015,1/0/1900,Client,FL,1900,4/27/2015
AFFQB296689,0,5/4/2015,1/0/1900,Client,CA,570,4/27/2015
AFFQB296482,0,5/7/2015,5/5/2015,Rescission,NM,5700,4/27/2015
AFFQB296470,0,5/4/2015,5/1/2015,Rescission,TX,6935,4/27/2015
AFFQB296333,0,5/4/2015,1/0/1900,Client,NY,3040,4/27/2015
SMB2709047,0,5/2/2015,1/0/1900,Client,TX,4085,5/7/2015
AFFQB296192,0,5/15/2015,1/0/1900,Client,MD,8232.7,4/27/2015
AFFQB296653,0,5/10/2015,1/0/1900,Client,NY,7600,4/27/2015
AFFQB295289,0,5/20/2015,1/0/1900,Client,VA,1615,4/27/2015
IEU2713841,0,5/7/2015,1/0/1900,Client,AL,1159,4/27/2015
AFFQB296358,0,5/8/2015,1/0/1900,Client,NY,11400,4/27/2015
RMT2695967,1,5/1/2015,1/6/2016,Terminated,MN,475,4/27/2015
AFFQB296681,1,5/27/2015,1/0/1900,Client,FL,1425,4/27/2015
AFFQB296485,0,5/8/2015,4/29/2015,Rescission,TX,437,4/27/2015
SDL2714253,1,5/14/2015,10/9/2015,Terminated,TN,3990,4/27/2015
AFFQB296708,1,5/5/2015,1/0/1900,Client,NY,1900,4/27/2015
AFFQB296072,0,5/8/2015,12/11/2015,Terminated,TX,1900,4/27/2015
ATJ2713584,1,5/14/2015,1/0/1900,Client,CA,2280,4/27/2015
AFFQB296593,1,5/8/2015,1/0/1900,Client,AL,1615,4/27/2015
AFFQB296646,0,5/8/2015,5/4/2015,Rescission,MA,2802.5,4/27/2015
AFFQB295002,0,5/3/2015,1/22/2016,Terminated,MD,950,4/28/2015
DLJ2708174,1,5/14/2015,1/0/1900,Client,MN,1900,4/28/2015
AFFQB295276,1,5/15/2015,1/0/1900,Client,NM,3382,4/27/2015
AFFQB296416,0,4/30/2015,6/17/2015,Terminated,FL,2565,4/28/2015
AFFQB296357,1,5/15/2015,1/0/1900,Client,VA,2850,4/27/2015
AFFQB295718,1,5/16/2015,1/0/1900,Client,TX,3515,4/28/2015
AFFQB296444,1,5/15/2015,1/0/1900,Client,PA,2280,4/27/2015
AFFQB296390,0,5/15/2015,10/26/2015,Terminated,OH,4560,4/27/2015
DOK2712406,1,5/8/2015,1/0/1900,Client,NE,1710,4/27/2015
AFFQB296515,0,5/15/2015,1/0/1900,Client,IN,1425,4/27/2015
AFFQB295980,0,5/15/2015,1/0/1900,Client,CA,2565,4/27/2015
AFFQB296649,0,5/18/2015,10/16/2015,Terminated,TX,1140,4/28/2015
AFFQB296493,0,5/15/2015,1/0/1900,Client,TX,7600,4/27/2015
AFFQB296077,0,5/15/2015,1/0/1900,Client,IN,1710,4/27/2015
ALB2639533,1,5/10/2015,1/0/1900,Client,VA,1425,4/28/2015
AFFQB296561,0,5/15/2015,5/15/2015,Rescission,CA,7600,4/27/2015
AFFQB296630,0,5/15/2015,1/0/1900,Client,PA,2945,4/27/2015
KTR2700641,0,5/18/2015,5/14/2015,Rescission,NY,2470,4/28/2015
MMS2713963,0,5/14/2015,5/4/2015,Rescission,TX,2375,1/0/1900
AFFQB296665,0,5/15/2015,5/7/2015,Rescission,OK,3135,4/27/2015
MDJ2701624,0,5/1/2015,1/0/1900,Client,FL,2375,4/28/2015
AOG2711805,0,5/8/2015,5/7/2015,Rescission,AZ,2660,1/0/1900
AFFQB296747,0,5/28/2015,4/30/2015,Rescission,FL,1672,4/28/2015
AFFQB296519,0,5/8/2015,8/14/2015,Terminated,PA,1406,4/28/2015
AFFQB296766,1,5/8/2015,1/0/1900,Client,MO,2185,4/28/2015
AFFQB296215,0,5/22/2015,1/0/1900,Client,FL,760,4/27/2015
AFFQB296764,0,5/2/2015,7/14/2015,Terminated,CA,4437.45,4/28/2015
DJG2713614,1,5/5/2015,1/0/1900,Client,NV,14250,4/28/2015
AFFQB296260,0,4/30/2015,1/0/1900,Client,TN,1520,4/28/2015
AFFQB296500,0,5/10/2015,5/14/2015,Terminated,CA,7125,4/28/2015
AFFQB296675,0,5/5/2015,1/0/1900,Client,FL,3252.8,4/28/2015
AFFQB295878,0,5/22/2015,5/7/2015,Terminated,FL,3325,4/28/2015
AFFQB295939,1,5/14/2015,1/13/2016,Terminated,CT,1520,4/28/2015
AFFQB295349,0,5/1/2015,1/0/1900,Client,NY,2565,4/28/2015
AFFQB295073,1,5/30/2015,1/0/1900,Client,NY,1900,4/28/2015
AFFQB295838,0,5/15/2015,1/0/1900,Client,NC,2660,4/27/2015
AFFQB296569,1,5/25/2015,1/0/1900,Client,TX,4370,4/28/2015
AFFQB296763,0,5/10/2015,8/4/2015,Terminated,NE,2090,4/28/2015
AFFQB296728,1,5/18/2015,1/0/1900,Client,NY,1542.8,4/28/2015
MNG2712208,1,5/14/2015,1/0/1900,Client,PA,427.5,4/29/2015
AFFQB296514,0,5/2/2015,5/13/2015,Terminated,NC,5605,4/28/2015
DAS2710890,0,5/13/2015,1/0/1900,Client,NY,1520,4/28/2015
JXK2713985,1,5/1/2015,10/2/2015,Terminated,CA,1900,4/28/2015
GLT2709185,1,5/14/2015,1/0/1900,Client,TX,2768.3,4/29/2015
AFFQB296517,0,5/20/2015,5/21/2015,Terminated,NY,1789.8,4/27/2015
AFFQB296758,1,5/15/2015,1/0/1900,Client,VA,2770.2,4/28/2015
AFFQB296342,0,5/20/2015,1/0/1900,Client,NY,4370,4/27/2015
AFFQB296430,0,5/15/2015,1/0/1900,Client,NY,2280,4/28/2015
KJH2703106,0,5/14/2015,1/0/1900,Client,CA,2850,4/28/2015
RTL2715332,1,5/8/2015,1/0/1900,Client,OH,2280,4/28/2015
AFFQB296487,0,5/11/2015,5/1/2015,Rescission,MA,3420,4/28/2015
ALB2708892,1,5/14/2015,1/0/1900,Client,CA,8930,4/28/2015
TAM2715364,0,5/8/2015,1/0/1900,Client,TX,1045,4/28/2015
AFFQB295865,0,5/21/2015,1/0/1900,Client,NY,1330,4/27/2015
